6160 	20170902.104614 	20170902.170916 	 
6159 	20170902.032800 	20170902.080307 	 
6158 	20170901.183803 	20170902.002230 	 
6156 	20170901.033210 	20170901.120828 	 
6155 	20170901.003641 	20170901.011948 	 
6152 	20170831.121717 	20170831.183119 	 
6147 	20170830.064742 	20170830.211814 	 
6147 	20170830.064742 	20170830.211814 	 
6146 	20170830.033951 	20170830.040133 	 
6143 	20170829.065400 	20170829.204054 	 
6142 	20170828.141202 	20170829.042351 	 
6141 	20170828.102137 	20170828.112822 	 
6140 	20170827.182215 	20170828.075201 	 
6138 	20170827.093053 	20170827.130106 	 
6136 	20170826.135543 	20170826.190621 	 
6123 	20170824.042212 	20170824.044926 	 
6119 	20170823.122258 	20170823.181724 	 
6116 	20170822.232044 	20170823.050623 	 
6114 	20170822.084533 	20170822.110617 	 
6110 	20170821.131224 	20170822.012618 	 
6106 	20170820.141045 	20170821.030110 	 
6105 	20170819.225927 	20170820.023610 	 
6104 	20170819.111109 	20170819.204419 	 
6098 	20170818.124017 	20170818.145048 	 
6097 	20170817.214226 	20170818.101905 	 
6096 	20170817.153619 	20170817.184849 	 
6094 	20170817.110601 	20170817.125842 	 
6093 	20170817.053007 	20170817.074041 	 
6091 	20170816.182005 	20170817.003525 	 
6090 	20170816.090955 	20170816.150857 	 
6089 	20170815.230621 	20170816.054500 	 
6086 	20170815.075651 	20170815.104432 	 
6084 	20170814.213655 	20170815.033732 	 
6082 	20170814.120919 	20170814.181114 	 
6079 	20170814.013242 	20170814.043116 	 
6072 	20170812.013133 	20170812.020225 	 
6061 	20170809.214509 	20170810.070929 	
6060 	20170809.044627 	20170809.190607 	
6057 	20170808.165922 	20170808.190102 	
6055 	20170808.104412 	20170808.114207 	
6053 	20170807.024947 	20170807.115511 	 
6052 	20170806.070043 	20170807.000844 	 
6050 	20170805.115947 	20170806.035151 	 
6048 	20170805.073112 	20170805.084609 	 
6046 	20170804.121511 	20170805.022038 	 
6044 	20170803.184537 	20170804.061735 	 
6041 	20170803.121126 	20170803.143440 	 
6035 	20170802.044406 	20170802.152739 	 
6031 	20170731.220651 	20170801.123325 	 
6030 	20170731.170155 	20170731.194057 	 
6026 	20170730.184812 	20170731.102501 	 
6024 	20170729.214130 	20170730.134552 	 
6021 	20170729.164437 	20170729.165845 	 
6020 	20170729.121122 	20170729.131618 	 
6019 	20170729.062209 	20170729.094607 	 
6018 	20170728.235245 	20170729.000357 	 
6016 	20170728.035257 	20170728.200753 	 
6015 	20170728.012323 	20170728.013148 	 
6012 	20170727.121731 	20170727.202448 	 
5984 	20170724.015319 	20170724.040841 	 
5980 	20170722.113942 	20170722.181820 	 
5979 	20170721.170338 	20170722.082954 	 
5976 	20170720.124119 	20170721.040344 	 
5974 	20170720.043605 	20170720.045629 	 
5971 	20170719.235204 	20170720.004042 	 
5966 	20170719.120226 	20170719.122316 	 
5965 	20170719.072325 	20170719.092644 	 
5963 	20170719.023317 	20170719.041823 	 
5962 	20170718.160751 	20170719.001328 	 
5960 	20170718.045146 	20170718.093209 	 
5958 	20170716.122343 	20170716.181255 	 
5954 	20170716.013933 	20170716.043230 	 
5952 	20170715.144650 	20170715.160442 	 
5950 	20170715.005928 	20170715.111322 	 
5946 	20170714.201020 	20170714.202059 	 
5942 	20170714.073511 	20170714.095220 	 
5934 	20170712.031914 	20170712.075858 	 
5930 	20170711.085447 	20170711.113625 	 
5920 	20170709.234159 	20170710.024333 	 
5919 	20170709.185443 	20170709.190535 	 
5887 	20170629.202905 	20170630.002857 	 
5885 	20170629.154859 	20170629.160629 	 
5883 	20170629.060518 	20170629.115141 	 
5882	20170628.172756 	20170629.032945 	 
5880 	20170628.100827 	20170628.120055 	 
5878 	20170627.145833 	20170628.034006 	 
5876 	20170626.231929 	20170627.100556 	 
5873 	20170626.001631 	20170626.103932 	 
5872 	20170625.053534 	20170625.220350 	 
5870 	20170625.004802 	20170625.005834 	 
5868 	20170624.193822 	20170624.212916 	 
5865 	20170624.004115 	20170624.102225 	 
5864 	20170623.133416 	20170623.193747 	 
5862 	20170623.032253 	20170623.042127 	 
5856 	20170622.002639 	20170622.130824 	 
5849 	20170620.132821 	20170621.113101 	 
5848 	20170619.175342 	20170620.100315 	 
5845 	20170618.124018 	20170618.152352 	 
5842 	20170617.192054 	20170618.052015 	 
5840 	20170617.045945 	20170617.121242 	 
5839 	20170616.192830 	20170617.015310 	 
5838 	20170616.125421 	20170616.160044 	 
5838 	20170616.125421 	20170616.160044 	 
5837 	20170615.225234 	20170616.103144 	 
5834 	20170615.042117 	20170615.123031 	 
5833 	20170614.200444 	20170614.235032 	 
5830 	20170614.063018 	20170614.142700 	 
5825 	20170612.234309 	20170613.001944 	 
5824 	20170612.171913 	20170612.205021 	 
5822 	20170612.093905 	20170612.120140 	 
5750 	20170606.005623 	20170606.064041 	 
5749 	20170605.211158 	20170605.212833 	 
5746 	20170604.234858 	20170605.102912 	 
5737 	20170603.050100 	20170603.125149 	 
5730 	20170530.084310 	20170531.002419 	 
5722 	20170528.202452 	20170529.071804 	 
5719 	20170528.065449 	20170528.111045 	 
5718 	20170527.175615 	20170528.021337 	 
5717 	20170527.045151 	20170527.142352 	 
5710 	20170526.010334 	20170526.071023 	 
5704 	20170525.010922 	20170525.083211 	 
5699 	20170524.010438 	20170524.050530 	 
5698 	20170523.143222 	20170523.231214 
